Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
43918,824.223,340.089724993455,164.974603996903,2.06146713951099,0.874463449545422,44470,236.470155253636,0.69341290893015,0.987587137395997,0.812386989781584,0.695316964539836,0.0077437434535601,0.0011165084686676,0.483465681176891,0.996648614827458,HOROZ
33573,682.052,253.995836077451,168.912136907642,1.5037157230231,0.746826158317512,34017,206.752197655536,0.713029627269831,0.986947702619279,0.906911775666632,0.813998374337486,0.0075654792862553,0.0020488509217132,0.66259335342407,0.996352043514375,DERMASON
39334,738.808,277.502011429288,181.197834163865,1.5314863597008,0.757392018710509,39741,223.789196014046,0.788319704986372,0.989758687501573,0.905554928519912,0.806441707796669,0.0070550163072478,0.0018406436092744,0.650348228074008,0.995999440350929,DERMASON
57817,952.871,393.344752386646,187.890993203454,2.09347316590488,0.878536567597773,58459,271.320641968047,0.811751491751492,0.989017944200209,0.800197514292356,0.689778217001219,0.0068032715704143,0.0009500259570602,0.47579398864938,0.996061947736327,HOROZ
156041,1480.302,540.349230865174,370.242782517474,1.45944568369722,0.728362821062606,157801,445.732623665825,0.803076622200264,0.988846711998023,0.894845249888593,0.824897303827276,0.0034628670084476,0.0009890428597518,0.680455561861509,0.993087932706543,BOMBAY
44027,813.833,293.371828320792,192.111173792847,1.52709403898148,0.755768822495677,44639,236.763420815072,0.756217794572312,0.986290015457336,0.835330551453472,0.807042115019238,0.0066634526159127,0.001743668297015,0.651316975414724,0.994622270643274,BARBUNYA
33507,697.251,256.151400880781,167.394155284395,1.53022905994294,0.756929162068877,33958,206.548874181006,0.768421052631579,0.986718888038165,0.86609816421518,0.806354653813268,0.0076447130713218,0.0019936335775129,0.650207827726316,0.994966912989178,DERMASON
41616,748.956,256.667538536354,206.915192897287,1.24044800646304,0.591697125943026,42085,230.189350087485,0.774784502820546,0.988855886895569,0.932304091631776,0.896838577251096,0.0061675206299585,0.0024612033511233,0.80431943364577,0.997716438025375,SEKER
39235,734.13,275.398857591185,181.88884273893,1.51410528234804,0.750864702086574,39649,223.507390342432,0.75014817505688,0.989558374738329,0.914824058702813,0.811577042466228,0.0070192139057266,0.001878396428366,0.65865729585823,0.99727649091602,SIRA
24469,578.395,217.572672928421,143.446059282769,1.51675601279175,0.751878387712776,24762,176.507502447133,0.706665511465373,0.988167353202488,0.919130176644824,0.81125768264658,0.0088917680709641,0.0023757633558557,0.658139027653099,0.998236327445752,DERMASON
68389,1030.293,344.67791544848,253.653764970907,1.35885195903957,0.677073566105785,69587,295.085715047159,0.792006855898737,0.982784140715938,0.809607679741787,0.856120168486007,0.0050399613307473,0.0016701130909212,0.73294174288851,0.99595932318593,BARBUNYA
30862,658.184,247.808367535083,158.891658957258,1.55960589222461,0.767384146225957,31268,198.228955578181,0.73063446969697,0.987015479084048,0.895239610431565,0.799928418680687,0.0080295628130089,0.0020280383663346,0.639885475012984,0.997969157179191,DERMASON
33639,663.03,224.662906420846,190.853100482343,1.17715093887946,0.527574560003757,33919,206.955321374799,0.786251869857891,0.991745039653292,0.961582569463249,0.92118153669357,0.0066786440268987,0.0029665314571694,0.848575423545126,0.998901356536181,SEKER
32608,679.047,229.226218015795,182.549902802498,1.25569071523306,0.604803884601856,33187,203.759159486694,0.8015732546706,0.982553409467563,0.888657389653909,0.888899887850762,0.0070297539872361,0.0027072682816778,0.790143010621098,0.992175242143212,DERMASON
84439,1151.132,400.109245290978,270.12850131191,1.48118115396118,0.737692493001829,86044,327.888813346678,0.727765567765568,0.981346752824137,0.800760591241345,0.819498217563609,0.0047384413042667,0.0013182789617128,0.671577328589933,0.994727682535003,BARBUNYA
53081,902.864,368.934824801259,184.494325618448,1.99970824882849,0.865983282889602,53738,259.970821966788,0.60839216944801,0.987774014663739,0.818284428052537,0.704652433141357,0.0069504121022825,0.0010570368838067,0.496535051532035,0.992925238381089,HOROZ
91235,1158.807,457.3964107949,256.697240543644,1.78185168576883,0.827670777991372,92679,340.828417042817,0.802206981447287,0.984419339872032,0.853786179464036,0.745148866495254,0.0050133875244686,0.0009534177198732,0.555246833239162,0.989367505825006,CALI
45623,770.991,270.483986195392,215.049809538484,1.25777366078991,0.606536547523692,46014,241.016613015477,0.750217881045171,0.991502586169427,0.964484131430304,0.891056865900267,0.0059286760229575,0.0023054683532918,0.793982338268006,0.998650072205885,SEKER
31763,676.731,261.068544866187,155.383420703821,1.68015701857802,0.803590586340332,32148,201.101734600731,0.765373493975904,0.988024138360085,0.87156390494928,0.770302430359076,0.0082192659656262,0.0017850807597513,0.593365834217099,0.996947770944263,DERMASON
38383,736.763,273.198417950475,179.442435574052,1.52248500794413,0.754046604766606,38823,221.067305238857,0.813750848032565,0.988666512119105,0.888573106588548,0.809182230619401,0.007117693196219,0.0018823673258898,0.65477588235019,0.996886464441554,SIRA
44937,775.198,275.443937025772,208.531854517766,1.32087223634366,0.653327404406429,45290,239.197753797489,0.774175208889655,0.992205784941488,0.93969875697647,0.868408128275876,0.0061295577592133,0.0021503265821354,0.754132677255611,0.99611291590645,SEKER
34532,689.551,217.022102585856,202.714908484657,1.07057790770372,0.357077019102264,35057,209.684305466085,0.768333926664293,0.98502438885244,0.912638553174804,0.966188710585975,0.0062846664712688,0.0033783903814932,0.933520624463788,0.999406556936715,SEKER
68460,1022.328,373.070383270305,236.510377660036,1.57739540632996,0.773368743296333,69842,295.238851157108,0.703669441874807,0.980212479596804,0.823125862900093,0.791375741405867,0.0054494651368727,0.0013184527635291,0.626275564085685,0.987884197885466,BARBUNYA
102108,1232.802,480.941352374469,273.757879683017,1.75681281916469,0.822190374030076,103967,360.566142938876,0.755946784331436,0.982119326324699,0.844273140929177,0.749709171728974,0.0047101241075573,0.0009178747204342,0.562063842174545,0.9874409631212,CALI
48396,861.023,341.815488633845,181.429303305311,1.8840147782447,0.847508764748414,48942,248.233158556634,0.704413134606428,0.988843937722202,0.820332328014972,0.726219749575312,0.0070628871938557,0.0012118092247915,0.52739512467323,0.993620208858569,HOROZ
43522,784.865,298.943460012423,185.975695162196,1.60743294843826,0.782929903788711,43901,235.401638622087,0.742823007339136,0.991366939249675,0.887827888869362,0.787445353754535,0.0068687895779702,0.0016290772327776,0.620070185149605,0.996721245953684,SIRA
42715,756.895,257.085458572019,211.97783208582,1.21279407399514,0.565800332428745,43190,233.208977428748,0.778036829930238,0.989002083815698,0.936955580222642,0.907126286815704,0.0060186224645211,0.0025138992777422,0.822878100232048,0.997981683581807,SEKER
26244,597.483,210.737523392492,159.413067090792,1.32195890361026,0.654047861636654,26661,182.797425069473,0.701504904974473,0.984359176324969,0.923823035594546,0.867417544473171,0.0080299315421617,0.0028041704823253,0.752413196459865,0.994659324253978,DERMASON
42160,751.793,276.447016747288,194.579769509548,1.42073874094975,0.710339538447076,42462,231.68897083382,0.778779370474361,0.992887758466393,0.937376174855556,0.838095391876182,0.0065570924275922,0.0019955604094686,0.702403885884091,0.997932412469176,SEKER
48895,824.21,307.571140676398,203.11658795855,1.51425909507284,0.750923705768901,49434,249.509614123035,0.691388574660634,0.989096573208723,0.904479140883455,0.811225700741375,0.0062904415722752,0.0016804581471634,0.658087137543335,0.996514433375448,SIRA
43917,762.456,267.021770580491,210.097282166046,1.27094347831428,0.617186299065456,44291,236.467463060215,0.770230453540987,0.991555846560249,0.949320713103405,0.88557372137166,0.0060801459703643,0.002306708157901,0.784240815984051,0.9967257505028,SEKER
29636,655.394,252.931902428789,149.631082620687,1.69037006214791,0.806241582375787,29983,194.25171079754,0.786831275720165,0.988426775172598,0.86701084076802,0.768000038477672,0.0085346167643672,0.0018315077232162,0.589824059101706,0.99702093144008,DERMASON
36606,700.229,246.887185770085,188.891456597496,1.30703203954942,0.643920761651405,36991,215.889339186944,0.780012784998935,0.989592062934227,0.938170889639579,0.87444529983825,0.0067444458769077,0.0024325211646136,0.764654582409207,0.999428038397114,SEKER
32698,662.07,249.733324868821,166.907219263968,1.49624040212342,0.743854314753935,32952,204.040159365137,0.787979564295354,0.992291818402525,0.93739629947253,0.817032166100835,0.0076375718658273,0.0020993830752829,0.667541560443422,0.998802652831964,DERMASON
49649,857.74,308.324255229301,206.204858010572,1.49523274186631,0.743449385430477,50344,251.426072945023,0.757907431153447,0.986194978547593,0.848025755778571,0.81545992143251,0.00621007986524,0.0016938986904829,0.664974883462715,0.994292218272189,SIRA
150168,1474.752,548.376346627134,351.432408770552,1.56040346007236,0.767657861936211,151809,437.264034598994,0.822946579276179,0.989190364207656,0.867659393813308,0.797379458994626,0.0036517523482175,0.0009106285349674,0.635814001626562,0.992126368100544,BOMBAY
40242,755.512,282.03706563519,182.04513259351,1.54927001682024,0.763789615437062,40729,226.357473389399,0.805548883017055,0.988042917822682,0.88594484862339,0.802580585922662,0.007008525064241,0.0017937462001484,0.644135596899964,0.997939967043724,SIRA
27082,650.043,221.094003315276,156.997830254561,1.40826152155598,0.704105497488674,27928,185.692954498865,0.789102564102564,0.969707820108851,0.805390357793864,0.839882365484472,0.008163872805379,0.0025058198393782,0.705402387851792,0.993391040025387,DERMASON
30063,648.1,250.307992222075,153.498391960816,1.63068804190452,0.789898132779504,30410,195.646110192289,0.789511003729188,0.988589279842157,0.899410882332678,0.781621507389624,0.008326114899447,0.0019169384425649,0.610932180814028,0.996239801668084,DERMASON
45809,807.796,303.656654480519,192.880142669936,1.57432823450441,0.772354638709717,46449,241.507412525523,0.753164973200487,0.986221447178626,0.882180144402961,0.795330545081193,0.006628755364241,0.0016360719642002,0.632550675939148,0.995842388885849,SIRA
77122,1057.788,406.520810274964,244.221841492716,1.66455550326807,0.799428697004684,78470,313.360463634239,0.780587044534413,0.982821460430738,0.866145544751103,0.770834987321527,0.005271139367171,0.0011479684066083,0.594186577678979,0.989056537843567,CALI
66505,1006.768,397.123379850139,214.113134746432,1.85473619038104,0.842203206566592,67219,290.992776409677,0.755463922210105,0.989378003243131,0.824527899875379,0.732751560785687,0.0059713311758535,0.0010618860846246,0.53692484983386,0.995853950501767,CALI
42719,744.219,258.698290861179,210.679680936051,1.22792235925069,0.58032674285735,43060,233.219896474425,0.790156111275525,0.992080817464004,0.969235773263867,0.901513093488405,0.0060558133584863,0.0024674047666982,0.812725857731033,0.997964252649133,SEKER
43949,802.9,309.648407875863,181.930114095098,1.7020184339246,0.809196792093753,44415,236.553598052462,0.805900905856897,0.989508049082517,0.856714161647388,0.76394256206638,0.007045630341438,0.0014802751337246,0.583608238136545,0.993311979498654,SIRA
68440,1016.553,396.865015903229,224.812263294984,1.76531747017061,0.824082123274642,70598,295.195722261815,0.767660452699823,0.969432561828947,0.832261514003736,0.743818957158458,0.0057987290459267,0.0010949178847214,0.553266641028296,0.976691267069862,CALI
84099,1105.804,428.834216828918,251.069769843008,1.70802807959343,0.810693734090944,85023,327.228012970593,0.778305291798545,0.989132352422286,0.864259938982051,0.763064140241261,0.0050991595242383,0.0010664059020465,0.582266882122134,0.994528184481924,CALI
72059,1082.571,366.421910372983,251.04280578775,1.45959932698801,0.728430665339729,73183,302.899931254649,0.735746375331836,0.984641241818455,0.772654461968039,0.826642519674453,0.0050850263030708,0.0014646839650302,0.683337855333728,0.997399473750542,BARBUNYA
60166,978.007,404.44121539473,189.68528381716,2.13216970371078,0.883195075237653,60719,276.77740234444,0.596932296213985,0.990892471878654,0.790454865357691,0.684345194824686,0.0067220891432824,0.0009094627564224,0.468328345679638,0.998555510047115,HOROZ
74674,1078.137,426.547577332749,224.097538999017,1.9034014350984,0.850870641957755,75550,308.347028141271,0.799721552878179,0.988405029781602,0.807293355946244,0.722890117133943,0.0057121297551055,0.0009622035980126,0.522570121449925,0.994660719107335,CALI
56514,939.837,378.701861371755,192.757367448442,1.96465570361687,0.860769454402924,57290,268.245893968879,0.778429752066116,0.98645487868738,0.804008859227031,0.708330011891739,0.0067010273803262,0.0010405518556597,0.501731405746551,0.985729467983672,HOROZ
32433,657.609,243.806011517484,169.604735980244,1.43749530405733,0.718376566399704,32703,203.211658510026,0.722596025309687,0.991743876708559,0.942456880697853,0.833497325374412,0.0075172204704308,0.002237968104453,0.694717791406298,0.998653562791634,DERMASON
38929,715.093,247.637227957462,200.470363435518,1.23528098474823,0.587075180427652,39229,222.63409944794,0.750308380232827,0.992352596293558,0.956660975165808,0.899033240212908,0.0063612532548347,0.0025634535129876,0.80826076700772,0.998429156202655,SEKER
35155,687.569,254.841726916474,175.798438821126,1.44962451672153,0.723967760231298,35502,211.567332533084,0.733235999582855,0.990225902766041,0.934467907397989,0.830191095834266,0.0072490890887917,0.0021241025686089,0.689217255602499,0.999106231068911,DERMASON
50366,843.262,319.893090102122,201.053588059028,1.59108371648758,0.777807612060201,50882,253.235034918416,0.719226595076255,0.989858889194607,0.890066109404891,0.791623960484964,0.0063513697752873,0.0015385899230544,0.6266684948139,0.99708203773418,SIRA
52762,914.255,366.468075964036,183.948418547615,1.99223281644672,0.864897007474734,53405,259.188473623571,0.633032586264817,0.987959928845614,0.793225058351559,0.707260715525483,0.0069456820432136,0.0010720444811949,0.500217719725618,0.996550156605525,HOROZ
71641,1019.09,386.190764887622,238.025590006942,1.62247582235321,0.787478592690791,72827,302.020122217662,0.771411650694519,0.983714831037939,0.86685492967338,0.782049053673118,0.0053906389481947,0.0012438155640692,0.611600722351019,0.992307384948288,CALI
33849,669.571,221.610480978111,194.671348914688,1.13838262391261,0.47785400559852,34239,207.600301901853,0.786271777003484,0.988609480417068,0.948773259318592,0.93678016033167,0.0065470318466752,0.0031101043013078,0.87755706879103,0.998995718603394,SEKER
42293,775.769,290.699462145256,185.793276764365,1.56463929808364,0.769102924864566,42758,232.054131756977,0.715048945846789,0.989124842134805,0.883107380338538,0.798261304112853,0.0068734651631536,0.0017216140872746,0.637221109643952,0.997021189717392,SIRA
38147,727.24,265.557172358286,183.432597267683,1.44770981992235,0.723097324985347,38558,220.38663505987,0.718751177601085,0.989340733440531,0.906389231303834,0.829902778007168,0.0069614169491253,0.0020369777368336,0.688738620944014,0.997093664900427,SIRA
62703,971.24,371.203165057558,217.962263935109,1.70306161422544,0.809457974087803,64353,282.552542323598,0.790188022986188,0.974360169689059,0.83530496613955,0.761180315582133,0.0059200224081392,0.0012258950975557,0.579395472829716,0.986746189232285,CALI
43753,802.129,302.897753576705,184.918962418176,1.63800266676671,0.792016551701516,44295,236.025527858318,0.657346754807692,0.987763855965685,0.85453383770343,0.779225085268081,0.0069229025112953,0.0015744166693165,0.607191733511049,0.994581678729797,SIRA
46907,857.564,335.560665171684,181.235140023246,1.85152098609929,0.84160309717716,47888,244.384629886767,0.636562262512214,0.979514700968928,0.801520139770576,0.728287476011923,0.0071537439011593,0.0012414365228535,0.530402647715817,0.982051633328463,HOROZ
73226,1051.986,365.272235288884,256.889995370416,1.42190136584412,0.710909340452158,74288,305.34282192771,0.824115965516465,0.985704286021969,0.831486600494259,0.835932196396538,0.0049882860635414,0.0015025029188382,0.69878263697234,0.993599985939126,BARBUNYA
67309,1023.514,401.710793696442,214.182063926618,1.87555758092832,0.846005114823018,68457,292.746444071622,0.774976109057833,0.983230348978191,0.807412423292893,0.728749261073725,0.0059681586964067,0.00103832338462,0.5310754855155,0.996062652903784,BARBUNYA
65736,1014.17,399.521978390412,211.150017605122,1.8921238223033,0.848929168772552,66585,289.305504117552,0.721612364977606,0.987249380491102,0.803140670375328,0.724129133729015,0.0060776740049655,0.0010308162285115,0.524363002315134,0.992159728214945,CALI
76727,1083.993,422.876760510428,233.894737763952,1.80797894195122,0.833112357708921,78452,312.556955687911,0.804671113348435,0.978012032835364,0.820550144637127,0.739120672676935,0.005511446563927,0.0010146278087872,0.546299368778405,0.987697754752603,CALI
61883,988.708,349.854532038632,227.073728310412,1.54070897871716,0.760744179682451,63151,280.698918321475,0.680736145028931,0.979921141391269,0.795509054439821,0.802330376244717,0.0056534837037414,0.0014451364228718,0.643734032644989,0.991806804001937,BARBUNYA
28597,629.701,239.242368148244,152.986440755628,1.56381419795494,0.768822573748428,28960,190.816223788208,0.73485802389824,0.98746546961326,0.906278283489964,0.797585416266949,0.0083659953193777,0.0020883639970397,0.636142496241722,0.994808667545303,DERMASON
63603,990.075,402.092946371069,202.094758718847,1.98962580187673,0.864514968347583,64260,284.573109699055,0.663547306813558,0.989775910364146,0.815363518126952,0.7077296736174,0.0063219179342337,0.0009783589827128,0.500881290918591,0.996566340088953,HOROZ
30698,648.384,247.644705912599,158.35766093931,1.56383154716783,0.768828474255031,30967,197.70156181548,0.718451600823816,0.991313333548616,0.917604145861233,0.798327430771948,0.0080671283442764,0.002021263516988,0.637326686722939,0.996671578549279,DERMASON
73353,1059.701,381.771285808423,245.985692833815,1.55200605941884,0.764749779816618,74671,305.607493895288,0.677763610156337,0.982349238660256,0.820844809005228,0.800498898831917,0.005204576306469,0.0013182813205984,0.640798487031112,0.994523134738712,BARBUNYA
32129,764.142,261.614022292118,158.068780381503,1.65506447042045,0.796828102191244,33221,202.257047671511,0.678113127902068,0.967129225489901,0.691447054820045,0.77311241155748,0.0081426132868162,0.0017943789020739,0.597702800904223,0.989236669647365,DERMASON
26092,590.945,208.110127856684,159.860925944943,1.30181985764525,0.640263404036471,26380,182.267293284423,0.782486129854551,0.989082638362396,0.938908150310249,0.875821350751091,0.0079760128720176,0.0028948610420777,0.767063038431466,0.998577895495785,DERMASON
26516,602.063,221.331965736301,152.838849171233,1.44813944187928,0.723293026010086,26810,183.742264512544,0.728461538461539,0.989033942558747,0.919250760348031,0.830165963155353,0.0083471098859669,0.0024455445957747,0.689175526381655,0.998022262131186,DERMASON
31719,657.969,240.654849642001,168.228251781421,1.43052577134716,0.715078969764813,32040,200.962397277338,0.726749914079505,0.98998127340824,0.920700726940165,0.835064814094917,0.0075870881692992,0.0022758080700373,0.697333243739378,0.99755317638629,DERMASON
36396,709.144,272.348071648152,170.539786349726,1.59697673767251,0.779675960327692,36735,215.269195358233,0.759595116351873,0.990771743568804,0.90948314505386,0.790419385220911,0.0074829121784853,0.0018016927980058,0.624762804533002,0.997731665402239,DERMASON
60321,941.694,357.516126496994,215.137178570461,1.66180540654391,0.79868060681383,61010,277.133690802778,0.691675266597867,0.988706769382069,0.854788734853521,0.775164168168252,0.0059268932295053,0.0013200233808127,0.600879487611978,0.998544781194918,BARBUNYA
25938,590.345,217.565762193113,151.915789958694,1.43214712738069,0.715851765757937,26177,181.728608951207,0.734205163043478,0.990869847576116,0.9352647612498,0.835281282860598,0.0083879158837656,0.0025186326464798,0.697694821497247,0.999201634395666,DERMASON
36968,693.68,246.991293728442,190.774649676804,1.29467565081039,0.635143413990285,37213,216.954187536838,0.777782453187461,0.993416279257249,0.965422626477525,0.87838799603751,0.0066812187223664,0.0024534715178595,0.771565471582793,0.998927029064281,SEKER
37109,694.497,239.859755733065,197.202290398765,1.21631323474003,0.56926133046348,37419,217.367537285532,0.787475596299126,0.991715438680884,0.966826102828764,0.906227627144904,0.0064636545240525,0.0026891008506367,0.821248512200684,0.998895434400251,SEKER
78015,1061.146,411.398514830286,243.217338566107,1.69148514351689,0.806527597759735,79258,315.169451378959,0.772425742574257,0.984317040551112,0.870638151703355,0.766092827313621,0.0052733258325999,0.0011204434812497,0.586898220061378,0.992729619990325,CALI
35690,699.055,235.795252030591,192.90219302836,1.22235651305387,0.575087465185039,36122,213.171103462918,0.754768853360403,0.988040529317314,0.91776970807954,0.904051721258841,0.0066067596534208,0.0027223338309545,0.817309514711073,0.99904360848798,SEKER
147827,1452.182,541.378520394323,349.747432639528,1.547912778969,0.763310976580504,148921,433.842347148783,0.783803989353241,0.992653823167988,0.880889693688509,0.801366014360499,0.0036622438417496,0.0009316455223012,0.642187488972032,0.994050220673819,BOMBAY
42670,773.906,289.501137222407,188.446170152794,1.53625375876664,0.759134218517885,43215,233.086102918748,0.768067680676807,0.987388638204327,0.895274221211565,0.80513018067933,0.006784652852646,0.0017586192418223,0.648234607840731,0.995852852857942,SIRA
26926,603.383,220.635135652136,156.270203847656,1.41188230526165,0.705937296961001,27296,185.157360052305,0.815395796741566,0.9864449003517,0.929384800297079,0.839201605424411,0.0081941296758573,0.0025069623941525,0.704259334546909,0.994331292762126,DERMASON
36589,698.326,241.37243324088,193.298303471173,1.24870435439117,0.598891637325574,37011,215.839203348963,0.779351623072335,0.988597984383021,0.942852984754218,0.894216462298178,0.0065968578873672,0.0026018816280914,0.799623081445069,0.998492823672143,SEKER
45679,814.728,287.668777554178,202.830042923496,1.41827499224403,0.709125898833308,46387,241.164485702098,0.727071594562761,0.98473710306767,0.864771100499387,0.838340843773631,0.0062976154809469,0.0019188384146689,0.702815370339083,0.996785463916648,SIRA
25172,596.596,222.132326639493,144.8773758627,1.53324371950253,0.758036586773108,25527,179.025098296506,0.704348312720354,0.986093156265915,0.888724008605412,0.805938968923925,0.0088245799554859,0.0022965844854891,0.64953762163016,0.995899478945054,DERMASON
46471,814.123,309.820962316093,192.026374333965,1.61342921455813,0.784761488036488,47043,243.246202197255,0.799707451385304,0.987840911506494,0.881072879903244,0.785118606497271,0.0066669742918399,0.0015626064853374,0.616411226268216,0.99453588064274,SIRA
36463,695.433,239.704637022145,193.909332668165,1.2361686450252,0.587875920931059,36818,215.467244656069,0.785671191553545,0.99035797707643,0.947439901502617,0.898886426782652,0.0065739142972916,0.002647421498046,0.807996808254084,0.998820319644135,SEKER
64116,1008.614,406.603493483325,201.662919977131,2.01625312937765,0.868339958105099,64861,285.718439464868,0.619298753984352,0.988513898953146,0.792002039827908,0.702695486005671,0.0063416852811049,0.0009537907429867,0.493780946052746,0.995587377705903,HOROZ
77424,1109.772,397.401991035092,248.711645333716,1.5978423145481,0.779948272415838,78571,313.973404146872,0.715735759054856,0.985401738554938,0.789983357971042,0.790065000250962,0.0051328010828049,0.0012336316094455,0.624202704621552,0.997377494299686,BARBUNYA
35714,734.051,265.119658603259,172.015032433855,1.54125866124639,0.760941614041782,36462,213.242765646743,0.774673549954449,0.97948549174483,0.832905805156722,0.804326494572975,0.0074234098281698,0.0019165171009826,0.646941109872049,0.997103588906648,DERMASON
73973,1054.15,401.151169214625,236.881577881409,1.6934671442262,0.807034332632341,74875,306.896316111312,0.715897763454596,0.98795325542571,0.836523738813731,0.765039066724284,0.0054229403865548,0.0011459061359865,0.585284773614363,0.991160534131791,CALI
27638,632.058,243.790027331591,144.551932483929,1.68652209031308,0.805249441067937,27962,187.589430772073,0.745200603968939,0.988412846005293,0.869365919826544,0.769471306211077,0.0088208273873504,0.0019074747790098,0.592086091082181,0.998566271977221,DERMASON
56437,949.365,371.145728073236,194.129248795282,1.91184857705098,0.852299558867883,57210,268.06308993634,0.760657726261877,0.986488376158014,0.786877905004025,0.722258319738615,0.0065762837867575,0.0011039020037257,0.521657080431648,0.997329346931813,HOROZ
45929,806.515,305.649851598723,192.112291746516,1.59099581198071,0.777779551025174,46335,241.823528735608,0.766914907827946,0.991237725261681,0.887303011836774,0.791178295918459,0.0066548335822404,0.0016084753953859,0.625963095932437,0.995904664082986,SIRA
33121,668.968,240.852119009621,175.977649549331,1.36865175564301,0.682756434348053,33476,205.355708372505,0.743957771787961,0.989395387740471,0.930042119061305,0.852621555570794,0.0072718854808013,0.0023705658620539,0.726963517023961,0.994959893863258,DERMASON
191093,1686.806,635.717240422674,386.478507688694,1.64489674788007,0.793982285061462,194125,493.261760449841,0.767047461545872,0.984381197681906,0.843964867612458,0.775913769653128,0.0033267426877105,0.0007437942386545,0.602042177937328,0.990297220575744,BOMBAY
38607,754.254,287.627274537265,171.710604869001,1.67506995130963,0.802248681640268,39130,221.711432054349,0.789057390451275,0.986634295936622,0.852787204760344,0.77082895706271,0.0074501327359614,0.0016224669444756,0.594177281046385,0.995288509231655,SIRA
44399,828.051,341.543809504024,166.358646131519,2.0530571596141,0.873358194358675,44950,237.761566588666,0.796109019185942,0.987741935483871,0.813708552447215,0.696137830558058,0.0076926013987707,0.0011143816039077,0.48460787913408,0.994927675861627,HOROZ
40143,721.446,251.926734555166,203.189074494558,1.23986358608033,0.591179057226348,40480,226.078869079584,0.74782041728763,0.991674901185771,0.969196929875749,0.89739927554246,0.0062757326197635,0.0025106550844517,0.805325459744131,0.998493712480149,SEKER
27266,606.522,221.945845391182,157.098486642495,1.41278156228365,0.706389328188682,27559,186.322702392245,0.720788833668182,0.989368264450815,0.931404169229221,0.839496238660602,0.0081400222031534,0.0024939076692551,0.704753934725299,0.995663364926758,DERMASON
34286,680.595,250.882483531525,174.188336586789,1.44029438737148,0.719683286314948,34624,208.936093173941,0.762436345037693,0.990237985212569,0.930141831359258,0.83280462722176,0.0073173447917962,0.0021712298461066,0.693563547121974,0.998935684205232,DERMASON
59172,973.722,371.418881879807,203.671943469236,1.82361338313595,0.836241165306485,60008,274.481566486839,0.695592885607815,0.986068524196774,0.784252926024511,0.739008111536081,0.006276936420601,0.0011548466364838,0.546132988916125,0.995935427559481,HOROZ
